,id,publisher,title,author,published_utc,article_url,tickers,amp_url,image_url,description,keywords
0,gHh-ekqJiZGoHVMdgEBwBUdAmBmxeJofCDgmzMLi2x4,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Is a Beat in the Offing for Matador's (MTDR) Q1 Earnings?,Zacks Equity Research,2021-04-23T10:55:00Z,http://www.zacks.com/stock/news/1440829/is-a-beat-in-the-offing-for-matadors-mtdr-q1-earnings?cid=CS-ZC-FT-analyst_blog|earnings_preview-1440829,"['HES', 'EOG', 'CLR', 'MTDR']",https://www.zacks.com/amp/stock/news/1440829/is-a-beat-in-the-offing-for-matadors-mtdr-q1-earnings,https://staticx-tuner.zacks.com/images/articles/main/e5/295.jpg,Matador Resources (MTDR) is likely to post an earnings beat for first-quarter 2021 backed by a potential increase in oil and natural gas production along with commodity prices.,
1,YSo3PbhFeMpognF98-7gQLiv-Kv_eITe-SETL-rZKoA,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Hess (HES) Gears Up for Q1 Earnings: What's in the Cards?,Zacks Equity Research,2021-04-26T14:02:00Z,http://www.zacks.com/stock/news/1456183/hess-hes-gears-up-for-q1-earnings-whats-in-the-cards?cid=CS-ZC-FT-analyst_blog|earnings_preview-1456183,"['XOM', 'HES', 'EOG', 'CLR']",https://www.zacks.com/amp/stock/news/1456183/hess-hes-gears-up-for-q1-earnings-whats-in-the-cards,https://staticx-tuner.zacks.com/images/articles/main/d4/1323.jpg,"Despite Bakken play production ramp up, Hess' (HES) domestic output is likely to decline year over year for the first quarter.",
2,BK9P1SoMZ-j_TkEPMIWd5vGE0CdMzf-ATDSaMZMNxW8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Hess (HES) Q1 Earnings and Revenues Beat Estimates,Zacks Equity Research,2021-04-28T12:45:09Z,http://www.zacks.com/stock/news/1466733/hess-hes-q1-earnings-and-revenues-beat-estimates?cid=CS-ZC-FT-tale_of_the_tape|yseop_template_4-1466733,['HES'],https://www.zacks.com/amp/stock/news/1466733/hess-hes-q1-earnings-and-revenues-beat-estimates,https://staticx-tuner.zacks.com/images/default_article_images/default23.jpg,"Hess (HES) delivered earnings and revenue surprises of 86.36% and 11.27%, respectively, for the quarter ended March 2021. Do the numbers hold clues to what lies ahead for the stock?",
3,kvX-kRK5i8m_YO1LKtJQhJkI9Gohv1HCCq2G9vvL7sg,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Hess (HES) Surpasses Earnings & Revenue Estimates in Q1,Zacks Equity Research,2021-04-28T14:30:00Z,http://www.zacks.com/stock/news/1467588/hess-hes-surpasses-earnings-revenue-estimates-in-q1?cid=CS-ZC-FT-analyst_blog|earnings_article-1467588,"['HES', 'EOG', 'FANG', 'MTDR']",https://www.zacks.com/amp/stock/news/1467588/hess-hes-surpasses-earnings-revenue-estimates-in-q1,https://staticx-tuner.zacks.com/images/articles/main/e5/295.jpg,Higher price realizations of commodities aid Hess' (HES) strong Q1 earnings.,
4,2c1v5WWGhUZ0iHPJtLPBfNhMM8lwochCo8EFcXcFUh4,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/marketwatch.ico'}",Called to Account: U.S. companies went right back to heavy use of nonstandard accounting metrics during the pandemic,MarketWatch,2021-04-28T18:09:00Z,http://www.marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D3C07C2CA9D9%7D&siteid=rss&rss=1,"['BMY', 'AVGO', 'ABC', 'ABBV', 'UPS', 'HES']",https://www.marketwatch.com/amp/story/u-s-companies-went-right-back-to-heavy-use-of-non-standard-accounting-metrics-during-the-pandemic-11619550987,https://images.mktw.net/im-321122/social,"U.S. companies turned to an old habit during the 2020 pandemic, according to a recent report from financial data provider Calcbench.",
5,H6kfEgXhK6vOe0RWhcZVQE3QdQksNc5CB--jxHo8zXI,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}","This Sector Dominated the Stock Market Wednesday (No, It Wasn't Tech)",newsfeedback@fool.com (Dan Caplinger),2021-04-28T21:07:00Z,https://www.fool.com/investing/2021/04/28/this-sector-dominated-the-stock-market-wednesday-n/?source=iedfolrf0000001,"['NOV', 'NOG', 'HES', 'DVN', 'RIG', 'MRO', 'NBR', 'SLCA', 'XLE', 'LBRT']",https://www.fool.com/amp/investing/2021/04/28/this-sector-dominated-the-stock-market-wednesday-n/,https://g.foolcdn.com/editorial/images/623501/fireworks-gettyimages-868481630.jpg,"It's a relatively small part of the overall market now, but favorable tailwinds helped push it higher.",['investing']
6,glYAtiAIxDIBdfQldhbGdYS7H9BJhWYxcgHcbGJAaoQ,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}",Hess Corp (HES) Q1 2021 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribers),2021-04-29T04:00:49Z,https://www.fool.com/earnings/call-transcripts/2021/04/29/hess-corp-hes-q1-2021-earnings-call-transcript/?source=iedfolrf0000001,['HES'],https://www.fool.com/amp/earnings/call-transcripts/2021/04/29/hess-corp-hes-q1-2021-earnings-call-transcript/,https://g.foolcdn.com/editorial/images/1/featured-transcript-logo-template.jpg,"HES earnings call for the period ending March 31, 2021.",['earningscall-transcripts']
7,LUI9fUqDinP6E3Ja9zLEq0kbqI4WP4AVgFabKoI-7H0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Company News for Apr 29, 2021",Zacks Equity Research,2021-04-29T12:35:00Z,http://www.zacks.com/stock/news/1472983/company-news-for-apr-29-2021?cid=CS-ZC-FT-corporate_summary-1472983,"['HES', 'CHEF', 'ROL', 'SHOP']",https://www.zacks.com/amp/stock/news/1472983/company-news-for-apr-29-2021,https://staticx-tuner.zacks.com/images/articles/main/58/1179.jpg,"Companies in The News Are: SPOT,ROL,CHEF,HES",
8,7bLW1s_XZwsaPr-7By38e3WyefU5wJ6tgiTo7SHOhWA,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Oil & Gas Stock Q1 Earnings Roster for Apr 30: XOM, CVX, PSX, IMO",Nilanjan Banerjee,2021-04-29T13:07:00Z,http://www.zacks.com/stock/news/1473143/oil-gas-stock-q1-earnings-roster-for-apr-30-xom-cvx-psx-imo?cid=CS-ZC-FT-analyst_blog:_earnings_preview_-_esp|earnings_preview_-_esp-1473143,"['XOM', 'CVX', 'HES', 'IMO', 'BP', 'PSX', 'BKR']",https://www.zacks.com/amp/stock/news/1473143/oil-gas-stock-q1-earnings-roster-for-apr-30-xom-cvx-psx-imo,https://staticx-tuner.zacks.com/images/articles/main/52/300.jpg,"With oil price improving remarkably, the upstream businesses of energy giants like XOM, CVX and IMO are likely to have gained in the March quarter. PSX is unlikely to beat estimates in Q1.",
9,tJcE1jZePo-bw5vTNxFrS1t8hAFCAtaaNgiTT_HHlFs,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Exxon (XOM) Finds New Oil at Uaru-2 Well in Offshore Guyana,Zacks Equity Research,2021-04-29T16:08:00Z,http://www.zacks.com/stock/news/1474081/exxon-xom-finds-new-oil-at-uaru-2-well-in-offshore-guyana?cid=CS-ZC-FT-analyst_blog|company_news_-_energy_sector-1474081,"['XOM', 'HES', 'E']",https://www.zacks.com/amp/stock/news/1474081/exxon-xom-finds-new-oil-at-uaru-2-well-in-offshore-guyana,https://staticx-tuner.zacks.com/images/articles/main/0c/69.jpg,"Exxon (XOM) announces oil discovery in the Stabroek Block offshore Guyana, which would add to the previously discovered 9 billion oil-equivalent barrels in the block.",
